Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
  2    107  PMG-SL  ManEst      4       2          D2B       55.40       1074.41      59.12    280.00   794.41       55.51          770.00    280.00
  2    108  PMG-SL  ManEst      4       2          D2B       55.97       1042.44      59.44    270.00   772.44       54.28          585.00    260.00
  2    109  PMG-SL  ManEst      4       2          D2A       56.69       1000.44      59.65    265.00   735.44       55.45          710.00    245.00
  2    110  PMG-SL  ManEst      4       2          D1B       53.71        924.98      58.80    215.00   709.98       52.97          635.00    210.00
  2    111  PMG-SL  ManEst      4       3          D1B       53.48       1026.35      58.50    265.00   761.35       52.56          645.00    250.00
  2    112  PMG-SL  ManEst      4       3          D2A       55.63       1176.34      58.54    390.00   786.34       56.08         1140.00    380.00
  2    113  PMG-SL  ManEst      4       3          D2B       57.86       1160.30      61.31    330.00   830.30       59.88         1040.00    320.00
  2    114  PMG-SL  ManEst      4       3          D2A       53.04       1044.42      58.87    265.00   779.42       52.60          730.00    260.00
  2    115  PMG-SL  ManEst      4       3          D2A       57.05        985.43      59.47    280.00   705.43       58.93          730.00    275.00
  2    116  PMG-SL  ManEst      4       3          D2B       56.94        913.64      58.99    235.00   678.64       58.06          830.00    225.00
  2    117  PMG-SL  ManEst      4       3          D1A       53.16        922.47      58.06    240.00   682.47       51.92          615.00    245.00
  2    118  PMG-SL  ManEst      4       3          D1B       54.58        937.55      58.70    210.00   727.55       56.76          755.00    215.00
  2    119  PMG-SL  ManEst      4       3          D1A       57.78       1213.36      59.74    415.00   798.36       54.70          835.00    430.00
  2    120  PMG-SL  ManEst      4       3          D1B       55.90       1182.37      59.37    370.00   812.37       56.86          815.00    360.00
  2    121  PMG-SL  ManEst      4       3          D1B       57.00        958.54      58.90    235.00   723.54       54.56          635.00    230.00
  2    122  PMG-SL  ManEst      4       3          D1B       57.67        906.17      59.06    180.00   726.17       58.11          525.00    170.00
  2    123  PMG-SL  ManEst      4       3          D1A       57.39        919.53      58.85    250.00   669.53       58.27          665.00    255.00
  2    124  PMG-SL  ManEst      4       3          D1A       58.01        949.53      59.27    210.00   739.53       58.34          640.00    200.00
  2    125  PMG-SL  ManEst      4       3          D2A       57.06       1009.48      59.57    220.00   789.48       57.17          760.00    195.00
  2    126  PMG-SL  ManEst      4       3          D2B       56.67       1023.30      59.95    250.00   773.30       56.78          730.00    240.00
  2    127  PMG-SL  ManEst      4       3          D1A       56.83        904.56      59.12    160.00   744.56       58.43          660.00    165.00
  2    128  PMG-SL  ManEst      4       3          D2A       57.65       1082.47      60.33    290.00   792.47       56.52          735.00    275.00
  3      1  MPG-SL  ManEst      1       0          D1B       60.56       1290.87      61.47    355.00   935.87       63.67          790.00    355.00
  3      2  MPG-SL  ManEst      1       3          D2B       60.10       1308.83      59.57    395.00   913.83       59.42          835.00    390.00
  3      3  MPG-SL  ManEst      1       3          D2B       62.26       1244.88      59.49    405.00   839.88       61.27          700.00    405.00
  3      4  MPG-SL  ManEst      1       3          D2B       63.31       1426.63      58.48    510.00   916.63       64.46          970.00    505.00
  3      5  MPG-SL  ManEst      1      15          D1B       61.01       1307.62      59.54    315.00   992.62       60.49          910.00    315.00
  3      6  MPG-SL  ManEst      1      21          D2A       60.82       1879.67      58.84    240.00  1639.67       60.45         1505.00    885.00
  3      7  MPG-SL  ManEst      1      24          D2B       60.61       1280.90      58.74    265.00  1015.90       63.66          765.00    270.00
  3      8  MPG-SL  ManEst      1      29          D1A       64.84       1628.42      59.12    315.00  1313.42       62.84          860.00    315.00
  3      9  MPG-SL  ManEst      1      29          D2A       64.80       1464.62      59.98    420.00  1044.62       64.84         1040.00    470.00
  3     10  MPG-SL  ManEst      1      31          D1B       66.66       1891.30      58.00    650.00  1241.30       61.64         1100.00    650.00
  3     11  MPG-SL  ManEst      1      36          D1B       61.09       1480.67      58.75    280.00  1200.67       61.21         1050.00    275.00
  3     12  MPG-SL  ManEst      1      47          D1A       65.03       1819.25      60.76    395.00  1424.25       66.36         1415.00    430.00
  3     13  MPG-SL  ManEst      1      47          D2A       63.20       1706.40      60.04    580.00  1126.40       62.31         1340.00    635.00
  3     14  MPG-SL  ManEst      1      47          D1A       63.60       1900.15      60.51    485.00  1415.15       64.70         1170.00    455.00
  3     15  MPG-SL  ManEst      1      47          D2B       66.23       1468.83      61.45    285.00  1183.83       66.24         1085.00    300.00
  3     16  MPG-SL  ManEst      1      47          D2A       65.88       1406.05      60.69    235.00  1171.05       67.44         1130.00    435.00
  3     17  MPG-SL  ManEst      1      47          D2B       67.10       1385.76      60.63    315.00  1070.76       68.06         1100.00    330.00
  3     18  MPG-SL  ManEst      1      47          D2B       63.65       1468.63      61.03    215.00  1253.63       63.67         1475.00    805.00
  3     19  MPG-SL  ManEst      1      47          D1B       64.15       1609.32      61.10    375.00  1234.32       62.65         1165.00    375.00
  3     20  MPG-SL  ManEst      1      47          D2B       66.45       1624.54      60.36    450.00  1174.54       65.80         1180.00    445.00
  3     21  MPG-SL  ManEst      1      47          D1A       64.83       1334.82      61.33    210.00  1124.82       63.92          985.00    180.00
  3     22  MPG-SL  ManEst      1      47          D2A       64.53       1507.59      60.67    250.00  1257.59       64.05         1025.00    285.00
  3     23  MPG-SL  ManEst      1      47          D1B       64.17       1468.48      60.18    310.00  1158.48       66.71         1210.00    295.00
  3     24  MPG-SL  ManEst      1      47          D1A       62.60       1418.68      59.68    195.00  1223.68       62.60         1425.00    340.00
  3     25  MPG-SL  ManEst      1      47          D1A       62.27       1488.60      60.66    355.00  1133.60       62.57         1280.00    385.00
  3     26  MPG-SL  ManEst      1      47          D1A       60.12       1432.56      60.47    255.00  1177.56       62.62         1030.00    665.00
  3     27  MPG-SL  ManEst      1      47          D2A       59.27       1306.81      61.69    160.00  1146.81       57.96          930.00    175.00
  3     28  MPG-SL  ManEst      1      47          D2A       59.21       1552.49      61.19    460.00  1092.49       57.69         1175.00    830.00
  3     29  MPG-SL  ManEst      1      47          D1A       61.80       1376.64      60.40    295.00  1081.64       59.29         1015.00    770.00
  3     30  MPG-SL  ManEst      1      47          D1B       65.57       1651.56      59.62    440.00  1211.56       65.99         1180.00    705.00
  3     31  MPG-SL  ManEst      1      47          D1B       60.46       1398.62      60.01    355.00  1043.62       58.51         1005.00    350.00
  3     32  MPG-SL  ManEst      1      47          D2A       64.12       1916.10      59.81    570.00  1346.10       64.11         1530.00    575.00
  3     33  MPG-SL  ManEst      2      47          D1B       60.26       1227.97      59.39    190.00  1037.97       56.00          805.00    275.00
  3     34  MPG-SL  ManEst      2      47          D2A       61.58       1246.20      59.92    235.00  1011.20       61.59         1255.00    245.00
  3     35  MPG-SL  ManEst      2      47          D1A       63.35       1296.75      60.79    260.00  1036.75       60.23          980.00    290.00
  3     36  MPG-SL  ManEst      2      47          D2B       66.21       1363.70      60.68    315.00  1048.70       67.11          995.00    295.00
  3     37  MPG-SL  ManEst      2      47          D2A       62.54       1332.77      62.13    285.00  1047.77       63.34          940.00    290.00
  3     38  MPG-SL  ManEst      2      47          D1B       67.60       1232.83      60.06    250.00   982.83       68.31          875.00    285.00
  3     39  MPG-SL  ManEst      2      47          D1B       64.35       1497.43      61.23    220.00  1277.43       65.66          955.00    530.00
  3     40  MPG-SL  ManEst      2      47          D1B       61.99       1553.58      60.11    330.00  1223.58       60.53         1080.00    335.00
  3     41  MPG-SL  ManEst      2      48          D1B       61.72       1376.72      59.68    285.00  1091.72       59.20          930.00    590.00
  3     42  MPG-SL  ManEst      2      48          D1A       63.83       1501.32      60.15    305.00  1196.32       66.83         1080.00    300.00
  3     43  MPG-SL  ManEst      2      48          D2A       60.53       1367.80      60.49    315.00  1052.80       64.86          960.00    650.00
  3     44  MPG-SL  ManEst      2      48          D2B       62.59       1434.11      60.18    370.00  1064.11       62.60         1440.00    365.00
  3     45  MPG-SL  ManEst      2      48          D2A       62.66       1470.74      59.98    355.00  1115.74       61.99         1050.00    365.00
  3     46  MPG-SL  ManEst      2      49          D1B       64.62       1530.60      59.91    305.00  1225.60       64.64         1540.00    520.00
