Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
  3      1  MPG-SL   Grasp      1       0          D1B    81.44        810.00         58.92    395.00      77.23       865.00     395.00
  3      2  MPG-SL   Grasp      1       0          D1B    71.63        740.00         59.41    315.00      71.33       755.00     315.00
  3      3  MPG-SL   Grasp      1       0          D1B    70.67        740.00         59.91    350.00      70.45       755.00     350.00
  3      4  MPG-SL   Grasp      1       0          D1A    82.37        760.00         59.31    350.00      75.88       820.00     350.00
  3      5  MPG-SL   Grasp      1       0          D2B    77.66        575.00         59.32    230.00      75.13       645.00     230.00
  3      6  MPG-SL   Grasp      1       0          D2A    78.68        805.00         59.80    390.00      76.35       845.00     390.00
  3      7  MPG-SL   Grasp      1       0          D1B    77.88        765.00         58.98    410.00      74.94       800.00     410.00
  3      8  MPG-SL   Grasp      1       0          D2B    78.39        665.00         59.19    310.00      71.16       735.00     305.00
  3      9  MPG-SL   Grasp      1       0          D2B    85.25        760.00         59.47    320.00      73.97       845.00     320.00
  3     10  MPG-SL   Grasp      1       0          D1A    81.29        735.00         58.77    355.00      75.65       825.00     355.00
  3     11  MPG-SL   Grasp      1       0          D1A    74.55        780.00         59.14    425.00      73.95       910.00     425.00
  3     12  MPG-SL   Grasp      1       0          D2B    82.57        695.00         59.78    255.00      79.45       735.00     260.00
  3     13  MPG-SL   Grasp      1       0          D2B    85.06        625.00         59.54    255.00      79.65       705.00     255.00
  3     14  MPG-SL   Grasp      1       0          D2B    81.24        790.00         59.75    390.00      74.34       845.00     390.00
  3     15  MPG-SL   Grasp      1       0          D1A    89.07        680.00         58.43    320.00      74.49       775.00     315.00
  3     16  MPG-SL   Grasp      1       0          D2A    80.34        720.00         59.36    305.00      76.55       800.00     325.00
  3     17  MPG-SL   Grasp      1       1          D2A    79.52        870.00         58.50    415.00      77.77       930.00     420.00
  3     18  MPG-SL   Grasp      1       1          D2A    88.06        920.00         60.09    570.00      82.97       980.00     610.00
  3     19  MPG-SL   Grasp      1       1          D1B    85.89        710.00         59.74    300.00      79.07       790.00     300.00
  3     20  MPG-SL   Grasp      1       1          D2B    83.86        755.00         60.15    330.00      80.38       805.00     325.00
  3     21  MPG-SL   Grasp      1       1          D1A    87.88        910.00         59.96    555.00      76.18       975.00     555.00
  3     22  MPG-SL   Grasp      1       3          D2A    74.83        880.00         60.81    400.00      72.13       910.00     410.00
  3     23  MPG-SL   Grasp      1       3          D2A    87.73        610.00         59.95    265.00      87.28       615.00     265.00
  3     24  MPG-SL   Grasp      1       3          D2B    74.75        620.00         59.26    250.00      74.75       620.00     255.00
  3     25  MPG-SL   Grasp      1       3          D1B    78.92        715.00         59.57    260.00      78.92       715.00     265.00
  3     26  MPG-SL   Grasp      1       3          D2A    77.90        655.00         59.86    205.00      74.79       720.00     200.00
  3     27  MPG-SL   Grasp      1       3          D1B    82.26        630.00         59.44    235.00      79.68       675.00     230.00
  3     28  MPG-SL   Grasp      1       3          D2A    81.98        740.00         60.83    365.00      81.58       755.00     360.00
  3     29  MPG-SL   Grasp      1       3          D1B    70.93        915.00         60.07    490.00      70.27       930.00     490.00
  3     30  MPG-SL   Grasp      1       3          D1A    76.79        645.00         60.76    240.00      76.69       650.00     240.00
  3     31  MPG-SL   Grasp      1       3          D1A    79.58        885.00         59.89    555.00      77.91       930.00     555.00
  3     32  MPG-SL   Grasp      1       3          D1A    77.68        625.00         59.32    230.00      76.82       675.00     240.00
  3     33  MPG-SL   Grasp      2       3          D1B    82.03        630.00         58.70    255.00      75.36       720.00     255.00
  3     34  MPG-SL   Grasp      2       3          D1A    78.89        710.00         58.89    340.00      73.31       785.00     345.00
  3     35  MPG-SL   Grasp      2       3          D2B    77.62        645.00         59.27    225.00      74.60       730.00     220.00
  3     36  MPG-SL   Grasp      2       3          D1B    75.86        535.00         59.45    190.00      75.86       535.00     190.00
  3     37  MPG-SL   Grasp      2       3          D2A    76.21        555.00         60.80    215.00      73.53       615.00     215.00
  3     38  MPG-SL   Grasp      2       3          D1B    77.05        610.00         59.85    225.00      76.98       620.00     230.00
  3     39  MPG-SL   Grasp      2       3          D2B    78.22        675.00         59.44    215.00      78.22       675.00     220.00
  3     40  MPG-SL   Grasp      2       3          D2B    78.11        665.00         59.47    270.00      74.90       740.00     275.00
  3     41  MPG-SL   Grasp      2       3          D1B    72.96        745.00         59.34    290.00      72.96       745.00     285.00
  3     42  MPG-SL   Grasp      2       3          D1A    80.57        765.00         59.27    380.00      78.28       815.00     380.00
  3     43  MPG-SL   Grasp      2       3          D1B    80.66        715.00         60.34    290.00      76.48       810.00     290.00
  3     44  MPG-SL   Grasp      2       3          D2A    73.30        625.00         59.94    230.00      70.07       675.00     230.00
  3     45  MPG-SL   Grasp      2       3          D2B    76.05        650.00         59.97    265.00      76.04       655.00     265.00
  3     46  MPG-SL   Grasp      2       3          D1A    74.41        830.00         59.45    420.00      70.74       965.00     425.00
  3     47  MPG-SL   Grasp      2       3          D2A    79.87        635.00         59.92    240.00      74.73       755.00     245.00
  3     48  MPG-SL   Grasp      2       3          D1B    79.64        645.00         58.50    275.00      76.79       705.00     270.00
  3     49  MPG-SL   Grasp      2       3          D1A    81.45        610.00         59.01    300.00      75.99       670.00     300.00
  3     50  MPG-SL   Grasp      2       3          D2A    81.16        590.00         58.52    265.00      79.53       640.00     265.00
  3     51  MPG-SL   Grasp      2       3          D2B    77.95        620.00         58.68    220.00      76.42       655.00     215.00
  3     52  MPG-SL   Grasp      2       3          D2A    82.62        595.00         59.77    210.00      81.37       615.00     205.00
  3     53  MPG-SL   Grasp      2       3          D1A    77.48        670.00         59.56    315.00      77.38       715.00     315.00
  3     54  MPG-SL   Grasp      2       3          D1A    77.05        645.00         59.95    260.00      75.90       665.00     265.00
  3     55  MPG-SL   Grasp      2       3          D2A    75.08        700.00         60.23    305.00      75.04       705.00     300.00
  3     56  MPG-SL   Grasp      2       3          D2A    77.62        670.00         58.87    320.00      76.61       695.00     310.00
  3     57  MPG-SL   Grasp      2       3          D1A    80.89        560.00         59.04    210.00      80.29       580.00     210.00
  3     58  MPG-SL   Grasp      2       3          D1B    83.62        685.00         58.60    330.00      83.54       695.00     330.00
  3     59  MPG-SL   Grasp      2       3          D2B    77.42        600.00         58.45    245.00      74.76       685.00     245.00
  3     60  MPG-SL   Grasp      2       3          D1A    79.62        735.00         59.35    340.00      79.62       735.00     340.00
  3     61  MPG-SL   Grasp      2       3          D1B    81.41        575.00         59.14    190.00      78.28       655.00     190.00
  3     62  MPG-SL   Grasp      2       3          D2B    78.64        600.00         60.05    205.00      69.63       710.00     205.00
  3     63  MPG-SL   Grasp      2       3          D2B    77.48        635.00         59.01    245.00      75.79       680.00     250.00
  3     64  MPG-SL   Grasp      2       3          D2A    75.65        645.00         59.83    250.00      75.61       655.00     255.00
  3     65  MPG-SL   Grasp      3       3          D1B    78.49        730.00         58.45    350.00      78.49       730.00     355.00
  3     66  MPG-SL   Grasp      3       3          D2B    75.96        545.00         59.42    215.00      75.96       545.00     215.00
  3     67  MPG-SL   Grasp      3       3          D2B    76.76        625.00         60.25    275.00      76.65       635.00     275.00
  3     68  MPG-SL   Grasp      3       3          D1B    86.35        630.00         58.63    240.00      71.84       745.00     245.00
  3     69  MPG-SL   Grasp      3       4          D1B    73.11        760.00         60.46    330.00      69.81       835.00     325.00
  3     70  MPG-SL   Grasp      3       4          D1B    70.91        570.00         59.45    215.00      70.91       570.00     210.00
  3     71  MPG-SL   Grasp      3       4          D2B    83.06        565.00         59.60    215.00      80.84       600.00     220.00
  3     72  MPG-SL   Grasp      3       4          D2A    78.00        735.00         59.84    335.00      77.63       755.00     335.00
